76,Pretty Savage,BLACKPINK,1177733,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
77,Mad at Disney,salem ilese,1175261,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
78,SO DONE,The Kid LAROI,1174209,https://open.spotify.com/track/5psEZhQu6lukjhavJo4AbC
79,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1151851,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
80,Kings & Queens,Ava Max,1147707,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
81,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1137270,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
82,Robbery,Juice WRLD,1131802,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
83,Jerusalema (feat. Nomcebo Zikode),Master KG,1130472,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
84,Tick Tock (feat. 24kGoldn),Clean Bandit,1120181,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
85,Runnin,21 Savage,1115012,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
86,Diamonds,Sam Smith,1113150,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
87,HIGHEST IN THE ROOM,Travis Scott,1113042,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
88,Intentions (feat. Quavo),Justin Bieber,1109215,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
89,ily (i love you baby) (feat. Emilee),Surf Mesa,1102774,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
90,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,1100586,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
