1,positions,Ariana Grande,7625423,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
2,Mood (feat. iann dior),24kGoldn,5519426,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,4673607,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
4,WAP (feat. Megan Thee Stallion),Cardi B,3982303,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
5,What You Know Bout Love,Pop Smoke,3821525,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
6,Dynamite,BTS,3811373,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
7,Hawái,Maluma,3685217,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
8,Blinding Lights,The Weeknd,3380325,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,Holy (feat. Chance The Rapper),Justin Bieber,3337905,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
10,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3194405,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
11,Lonely (with benny blanco),Justin Bieber,3181301,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
12,Watermelon Sugar,Harry Styles,3072443,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,Head & Heart (feat. MNEK),Joel Corry,2981000,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
14,you broke me first,Tate McRae,2846451,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
15,Forever After All,Luke Combs,2769163,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
16,ROCKSTAR (feat. Roddy Ricch),DaBaby,2585190,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
17,Relación - Remix,Sech,2515410,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
18,Laugh Now Cry Later (feat. Lil Durk),Drake,2476169,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
19,Put Your Records On,Ritt Momney,2410834,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
20,Wonder,Shawn Mendes,2307804,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
21,Savage Love (Laxed - Siren Beat),Jawsh 685,2294043,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
22,Heather,Conan Gray,2264184,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
23,La Tóxica,Farruko,2168574,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
24,Dreams - 2004 Remaster,Fleetwood Mac,2157652,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
25,Spicy (feat. Post Malone),Ty Dolla $ign,2155899,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
26,Roses - Imanbek Remix,SAINt JHN,2119942,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
27,La Curiosidad,Jay Wheeler,2073982,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
28,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2021575,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
29,Someone You Loved,Lewis Capaldi,2009836,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
30,Take You Dancing,Jason Derulo,2007046,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
31,Vida de Rico,Camilo,1976292,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
32,Se Te Nota (with Guaynaa),Lele Pons,1961125,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
33,Breaking Me,Topic,1933068,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
34,Midnight Sky,Miley Cyrus,1914407,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
35,Ice Cream (with Selena Gomez),BLACKPINK,1907104,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
36,Lovesick Girls,BLACKPINK,1865173,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
37,Dance Monkey,Tones And I,1842534,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
38,POPSTAR (feat. Drake),DJ Khaled,1841470,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
39,Una Locura,Ozuna,1839617,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
40,"Ay, DiOs Mío!",KAROL G,1827264,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
41,Before You Go,Lewis Capaldi,1804792,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
42,Despeinada,Ozuna,1769132,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
43,Mood Swings (feat. Lil Tjay),Pop Smoke,1707740,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
44,Come & Go (with Marshmello),Juice WRLD,1707721,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
45,Jeans,Justin Quiles,1691438,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
46,Tattoo - Remix with Camilo,Rauw Alejandro,1641816,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S
47,La Jeepeta - Remix,Nio Garcia,1605902,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
48,Daisy,Ashnikko,1589380,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
49,Levitating (feat. DaBaby),Dua Lipa,1570336,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
50,La Nota,Manuel Turizo,1569552,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
51,How You Like That,BLACKPINK,1562242,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
52,Don't Start Now,Dua Lipa,1547512,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
53,death bed (coffee for your head),Powfu,1472029,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
54,Rain On Me (with Ariana Grande),Lady Gaga,1462326,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
55,Parce (feat. Justin Quiles),Maluma,1449885,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
56,Mi Cuarto,Jerry Di,1430608,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
57,Wishing Well,Juice WRLD,1425541,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
58,Tyler Herro,Jack Harlow,1414236,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
59,Angeklagt,Bonez MC,1398341,https://open.spotify.com/track/3pJa2fy3VW7Uxrzzz0k1A7
60,Go Crazy,Chris Brown,1379443,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
61,Stuck with U (with Justin Bieber),Ariana Grande,1363548,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
62,Mi Niña,Wisin,1352065,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
63,Circles,Post Malone,1348814,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
64,Caramelo,Ozuna,1347305,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
65,Blueberry Faygo,Lil Mosey,1346737,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
66,my ex's best friend (with blackbear),Machine Gun Kelly,1334204,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
67,Sofia,Clairo,1331120,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
68,goosebumps,Travis Scott,1246205,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
69,Memories,Maroon 5,1241484,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
70,Señorita,Shawn Mendes,1235227,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
71,Adore You,Harry Styles,1209312,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
72,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1203856,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
73,Lucid Dreams,Juice WRLD,1202319,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
74,The Box,Roddy Ricch,1194044,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
75,Deep End,Fousheé,1189725,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
