49,Daisy,Ashnikko,1413433,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
50,Levitating (feat. DaBaby),Dua Lipa,1349562,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
51,Mi Cuarto,Jerry Di,1322146,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
52,Rain On Me (with Ariana Grande),Lady Gaga,1289012,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
53,Sofia,Clairo,1284759,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
54,Circles,Post Malone,1268310,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
55,Go Crazy,Chris Brown,1265405,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
56,Caramelo,Ozuna,1255950,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
57,Pretty Savage,BLACKPINK,1244418,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
58,Blueberry Faygo,Lil Mosey,1240598,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
59,my ex's best friend (with blackbear),Machine Gun Kelly,1237270,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
60,Parce (feat. Justin Quiles),Maluma,1211948,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
61,La Nota,Manuel Turizo,1202624,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
62,Bet You Wanna (feat. Cardi B),BLACKPINK,1194942,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
63,Memories,Maroon 5,1192459,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
64,Stuck with U (with Justin Bieber),Ariana Grande,1191664,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
65,Adore You,Harry Styles,1176073,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
66,Mad at Disney,salem ilese,1158186,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
67,Señorita,Shawn Mendes,1148663,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
68,goosebumps,Travis Scott,1144217,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
69,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1136729,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
70,Lucid Dreams,Juice WRLD,1114212,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
71,The Box,Roddy Ricch,1112537,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
72,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1110182,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
73,Deep End,Fousheé,1093292,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
74,lovely (with Khalid),Billie Eilish,1089472,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
75,Runnin,21 Savage,1088856,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
76,Intentions (feat. Quavo),Justin Bieber,1085195,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
77,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1075429,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
78,Kings & Queens,Ava Max,1070253,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
79,Mr. Right Now (feat. Drake),21 Savage,1063901,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
80,ily (i love you baby) (feat. Emilee),Surf Mesa,1060808,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
81,Diamonds,Sam Smith,1058384,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
82,Robbery,Juice WRLD,1054867,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
83,Mi Niña,Wisin,1053150,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
84,Falling,Trevor Daniel,1051881,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
85,If the World Was Ending - feat. Julia Michaels,JP Saxe,1034534,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
86,HIGHEST IN THE ROOM,Travis Scott,1032342,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
87,Break My Heart,Dua Lipa,1025977,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
88,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,1013115,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
89,bad guy,Billie Eilish,1009125,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
90,Shallow,Lady Gaga,1000178,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
