36,"Ay, DiOs Mío!",KAROL G,1689189,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
37,Dance Monkey,Tones And I,1688518,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
38,Come & Go (with Marshmello),Juice WRLD,1620808,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
39,Una Locura,Ozuna,1619233,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
40,Mood Swings (feat. Lil Tjay),Pop Smoke,1615178,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
41,Despeinada,Ozuna,1581327,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
42,How You Like That,BLACKPINK,1569421,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
43,Tattoo - Remix with Camilo,Rauw Alejandro,1527788,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S
44,La Jeepeta - Remix,Nio Garcia,1492322,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
45,Daisy,Ashnikko,1471517,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
46,Don't Start Now,Dua Lipa,1460660,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
47,Wishing Well,Juice WRLD,1443479,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
48,Jeans,Justin Quiles,1441888,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
49,death bed (coffee for your head),Powfu,1424549,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
50,Levitating (feat. DaBaby),Dua Lipa,1395496,https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr
51,Sofia,Clairo,1313650,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
52,Rain On Me (with Ariana Grande),Lady Gaga,1299484,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
53,Mi Cuarto,Jerry Di,1297680,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
54,Go Crazy,Chris Brown,1283989,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
55,Circles,Post Malone,1283032,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
56,Parce (feat. Justin Quiles),Maluma,1252599,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
57,Blueberry Faygo,Lil Mosey,1248165,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
58,my ex's best friend (with blackbear),Machine Gun Kelly,1242046,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
59,La Nota,Manuel Turizo,1238150,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
60,Caramelo,Ozuna,1231869,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
61,Pretty Savage,BLACKPINK,1227314,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
62,Memories,Maroon 5,1198307,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
63,Stuck with U (with Justin Bieber),Ariana Grande,1183336,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
64,Adore You,Harry Styles,1176085,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
65,Señorita,Shawn Mendes,1174603,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
66,Bet You Wanna (feat. Cardi B),BLACKPINK,1168901,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
67,Mad at Disney,salem ilese,1166961,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
68,goosebumps,Travis Scott,1147186,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
69,Lucid Dreams,Juice WRLD,1134559,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
70,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1127799,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
71,Deep End,Fousheé,1125584,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
72,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1123873,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
73,The Box,Roddy Ricch,1109263,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
74,lovely (with Khalid),Billie Eilish,1093974,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
75,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1093119,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
76,Mi Niña,Wisin,1084670,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
77,Intentions (feat. Quavo),Justin Bieber,1079402,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
78,Kings & Queens,Ava Max,1074810,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
79,Robbery,Juice WRLD,1073916,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
80,ily (i love you baby) (feat. Emilee),Surf Mesa,1064824,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
81,Train Wreck,James Arthur,1062455,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
82,Runnin,21 Savage,1061603,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
83,Diamonds,Sam Smith,1056297,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
84,Falling,Trevor Daniel,1046888,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
85,Mr. Right Now (feat. Drake),21 Savage,1044471,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
86,HIGHEST IN THE ROOM,Travis Scott,1037375,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
87,Break My Heart,Dua Lipa,1033030,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
88,bad guy,Billie Eilish,1030168,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
89,Shallow,Lady Gaga,1023137,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
90,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,1021323,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
